280 1
285 1
290 1
295 1
300 1
305 1
310 1
315 1
320 1
325 1
330 1
335 1
340 1
345 1
350 1
355 1
360 1
365 1
370 1
375 1
380 1
385 1
390 1
395 1
400 1
405 1
410 1
415 1
420 1
425 1
430 1
435 1
440 1
445 1
450 1
455 1
460 1
465 1
470 1
475 1
480 1
485 1
490 1
495 1
500 1
505 1
510 1
515 1
520 1
525 1
530 1
535 1
540 1
545 1
550 1
555 1
560 1
565 1
570 1
575 1
580 1
585 0.983
590 0.793
595 0.608
600 0.472
605 0.323
610 0.226
615 0.147
620 0.0897
625 0.0487
630 0.0264
635 0.0146
640 0.00715
645 0
650 0
