280     4.500E-20
285     4.490E-20
290     4.890E-20
295     4.270E-20
300     4.160E-20
305     3.420E-20
310     2.930E-20
315     2.200E-20
320     1.723E-20
325     1.136E-20
330     6.880E-21
335     3.500E-21
340     1.500E-21
345     2.100E-22
350     8.000E-23
355     4.000E-23
360     3.000E-23
365     0.000E+00
370     0
375     0
380     0
385     0
390     0
395     0
400     0
405     0
410     0
415     0
420     0
425     0
430     0
435     0
440     0
445     0
450     0
455     0
460     0
465     0
470     0
475     0
480     0
485     0
490     0
495     0
500     0
505     0
510     0
515     0
520     0
525     0
530     0
535     0
540     0
545     0
550     0
555     0
560     0
565     0
570     0
575     0
580     0
585     0
590     0
595     0
600     0
605     0
610     0
615     0
620     0
625     0
630     0
635     0
640     0
645     0
650     0
