280     0.082905415     0.082905415
285     0.062972642     0.062972642
290     0.047832263     0.047832263
295     0.036332054     0.036332054
300     0.027596815     0.027596815
305     0.020961772     0.020961772
310     0.015921977     0.015921977
315     0.01209389      0.01209389
320     0.009186182     0.009186182
325     0.006977568     0.006977568
330     0.005299966     0.005299966
335     0.004025706     0.004025706
340     0.003057814     0.003057814
345     0.002322631     0.002322631
350     0.001764205     0.001764205
355     0.001340041     0.001340041
360     0.001017858     0.001017858
365     0.000773137     0.000773137
370     0.000587253     0.000587253
375     0.000446061     0.000446061
380     0.000338815     0.000338815
385     0.000257355     0.000257355
390     0.00019548      0.00019548
395     0.000148481     0.000148481
400     0               0               
405     0               0               
410     0               0               
415     0               0               
420     0               0               
425     0               0               
430     0               0               
435     0               0               
440     0               0               
445     0               0               
450     0               0               
455     0               0               
460     0               0               
465     0               0               
470     0               0               
475     0               0               
480     0               0               
485     0               0              
490     0               0               
495     0               0               
500     0               0               
505     0               0               
510     0               0               
515     0               0               
520     0               0               
525     0               0               
530     0               0               
535     0               0               
540     0               0               
545     0               0               
550     0               0               
555     0               0               
560     0               0               
565     0               0               
570     0               0               
575     0               0               
580     0               0               
585     0               0               
590     0               0               
595     0               0               
600     0               0               
605     0               0               
610     0               0               
615     0               0               
620     0               0               
625     0               0               
630     0               0               
635     0               0               
640     0               0               
645     0               0               
650     0               0             
