280     1.58     3.51   1
285     1.19     3.78   1
290     0.85     4.04   1
295     0.568    4.47   1
300     0.36     4.94   1
305     0.214    5.56   1
310     0.134    6.33   1
315     0.0633   7.34   1
320     0.0316   8.74   1
325     0.0144   9.97   1
330     0.00661  13.6   1
335     0.00274  0      1
340     0.00122  0      1
345     0        0      0
350     0        0      0
355     0        0      0
360     0        0      0
365     0        0      0
370     0        0      0
375     0        0      0
380     0        0      0
385     0        0      0
390     0        0      0
395     0        0      0
400     0        0      0
405     0        0      0
410     0        0      0
415     0        0      0
420     0        0      0
425     0        0      0
430     0        0      0
435     0        0      0
440     0        0      0
445     0        0      0
450     0        0      0
455     0        0      0
460     0        0      0
465     0        0      0
470     0        0      0
475     0        0      0
480     0        0      0
485     0        0      0
490     0        0      0
495     0        0      0
500     0        0      0
505     0        0      0
510     0        0      0
515     0        0      0
520     0        0      0
525     0        0      0
530     0        0      0
535     0        0      0
540     0        0      0
545     0        0      0
550     0        0      0
555     0        0      0
560     0        0      0
565     0        0      0
570     0        0      0
575     0        0      0
580     0        0      0
585     0        0      0
590     0        0      0
595     0        0      0
600     0        0      0
605     0        0      0
610     0        0      0
615     0        0      0
620     0        0      0
625     0        0      0
630     0        0      0
635     0        0      0
640     0        0      0
645     0        0      0
650     0        0      0
