CH3O2                              47.0333         3.965196557491      312.241133916117
MALANHY                            98.0569         3.933689668568      339.822148768484
CH3CO3                             75.0434         4.027194740701      473.892639754629
MMALANHY                          112.0835         3.987348975632      469.394790649458
CH4                                16.0425         4.074141755888      593.429352132291
CH3O                               31.0339         4.178287098737      656.928686014467
C2H5CO3                              89.07         4.169397511138      686.979954982963
HCOCO3                             89.0269          4.33121181049      747.731255127867
ACO3                               87.0541         4.134340580092      712.906711209534
HCOCO                              57.0281         4.375026963254      832.007713396732
C2H5O2                             61.0599         4.205230500558      789.370168087724
C2H5O                              45.0605         4.238484435088      849.688501214664
MACO3                             101.0807         4.219639656454      849.046072755526
M3BU3EPAN                         161.1128         4.317711449454      903.522025284244
C2H4                               28.0532         4.243233980375      885.527141080878
CH2CHCH2NO3                       103.0767         4.290265261893      904.960427356025
CH3C2H2O2                          73.0706         4.265485707083      902.037125264381
CH2OOG                             46.0254         4.549056962612      1050.79752210949
CH2OOF                             46.0254         4.549056962612      1050.79752210949
CH2OOE                             46.0254         4.549056962612      1050.79752210949
CH2OOC                             46.0254         4.549056962612      1050.79752210949
CH2OOB                             46.0254         4.549056962612      1050.79752210949
CH2OOA                             46.0254         4.549056962612      1050.79752210949
CH2OO                              46.0254         4.549056962612      1050.79752210949
HOCH2CO3                           91.0428         5.158804117063      1218.80159286974
M3BU3ECO3                         115.1073          4.38453530755      1012.19419449615
HCOCH2CO3                         103.0535         4.616813083054      1077.34744093134
CH2CHCH2O2                         73.0706         4.355152346062      1009.92326844979
CH3COCO3                          103.0535         4.576992087325      1070.77152371446
HMML                              102.0886         5.163872732127       1237.8350964353
CH3CHOHCO3                        105.0694         5.196906983651       1254.6526559994
C45NO3                            117.1033         4.383132994523      1034.08411073319
C3H6                               42.0797          4.35900242527      1050.46868223669
CH2CHCH2O                          57.0712         4.405084949996      1085.46746630733
HCHO                                30.026         4.631806198553      1174.55278253238
IPRHOCO3                           119.096         5.235479893278      1345.37779792965
C31PAN                            177.0691          4.88808955921      1258.54586758096
C45O2                              87.0972         4.461087062592      1148.83964060546
CH3CHOO                             60.052         4.668615341448      1209.70488393179
CH3CHOOA                            60.052         4.668615341448      1209.70488393179
HCOCH2O2                           75.0434         4.714990675366      1243.43875964442
HC4PAN                            177.1122         5.349778898267      1428.99150328385
CHOC2CO3                          117.0801         4.813895076109      1290.68997727711
CO2C3CO3                          117.0801         4.773145784279      1282.37685814827
C45O                               71.0978         4.518158923934      1227.86460561239
HOC2H4CO3                         105.0694         5.381316997057      1466.09422174497
CH3CHO                             44.0526         4.756463287323      1329.46912558081
CO1M22CO3                         131.1067         4.735745334374      1323.90292074292
HCOCH2O                             59.044         4.790705568041      1345.66951244937
MALDIALCO3                        115.0642         4.815364186439      1358.48317633296
C31CO3                            131.0636         5.007702898203      1420.89577264166
C47PAN                            254.1085         5.676524730499      1605.03087008075
NO3CH2CO3                         136.0404         5.207503306159      1481.57796056564
H2M2C3CO3                         133.1226         5.453882087775      1573.42892650792
MALDIALCO2                         99.0648         4.875515320132      1435.70599240033
HC4CO3                            131.1067         5.493940386064      1618.33621496741
CHOC2H4O2                            89.07         4.942740636799      1477.95975416201
CH3COCH2O2                           89.07         4.901429269139      1468.56880372499
CO2C4CO3                          131.1067         4.982296303206      1491.01058107811
MC3CODBCO3                        129.0908         4.926414252143      1484.57215502074
C3MCODBCO3                        129.0908         4.926414252143      1484.57215502074
HMACO3                            117.0801         5.485382097795      1642.44545792481
PROPALO                            73.0706         4.913889538495      1487.14355089719
HCOCOHCO3                         119.0529         5.762904692909      1728.50225187369
C518PAN                           191.1388         5.520431715845      1664.46390723567
PRNO3CO3                           150.067         5.323463680467      1613.11682439665
NC526O2                           178.1201         5.033500031611      1534.53467835839
IBUTALCO2                         103.0966         4.950489119176      1517.66032426926
C47CO3                             208.103         5.798906573209      1759.80923990094
C312COCO3                         131.0636         5.243292149663       1612.5946437276
IPROPOLO2                          91.0859         5.572938312183      1712.05561872003
HOCH2CH2O2                         77.0593         5.558023361771      1710.50873752012
C5CO14O2                          129.0908         4.988532050723      1556.90113487275
MC3CODBCO2                        113.0914         4.992007626934      1564.09500947473
C3MCODBCO2                        113.0914         4.992007626934      1564.09500947473
EPXDLCO3                          131.0636         5.277937693256      1643.39158936694
M3F                                82.1005         4.870902694498      1532.94783207254
NC51O2                            178.1201         5.089631900268      1599.07214919938
NC526O                            162.1207         5.086683292778      1598.59504140679
CH3OH                              32.0419         5.595721470014      1739.06609691264
MACROO                             86.0892         4.980978975731      1571.83150525148
MACROOA                            86.0892         4.980978975731      1571.83150525148
CHOC2H4O                           73.0706         5.035896671082      1590.84395681574
CH3COCH2O                          73.0706         4.994292027614      1580.89260142311
CH3COCH3                           58.0791         4.968102990859      1574.99641591712
COHM2CO3                          133.0795         5.804748774835      1806.89442733515
CHOMOHCO3                         133.0795         5.804748774835      1806.89442733515
MEKBO2                            103.0966         5.021665030109      1599.60110534027
M2PROPAL2O                         87.0972         5.037031824369       1620.5147135348
TBUTOLO2                          105.1125         5.612117118539      1785.47380537033
ACR                                56.0633         4.999819756479      1623.27807217209
C5H8                                68.117         4.952761016603      1612.60484678627
C5CO14CO2                         113.0914         5.061264449845      1642.32354350304
NC51O                             162.1207         5.147765410705      1667.20907956057
HC4CCO3                           131.1067         5.628184942548      1803.59554040177
HC4ACO3                           131.1067         5.628184942548      1803.59554040177
C6H5CO3                           137.1128         4.962254462609      1632.78322154934
C511PAN                           205.1223         5.416948164477      1757.54518495366
MVKOOA                             86.0892         5.060008673855       1660.7657300197
MVKOO                              86.0892         5.060008673855       1660.7657300197
C729PAN                            217.176         5.238270242387      1716.20749286331
MEKCO2                            103.0966         5.139571651909      1694.87855289121
MEKAO2                            103.0966         5.139571651909      1694.87855289121
IPROPOLO                           75.0865         5.685612349917      1845.28946200958
C622PAN                           205.1653         5.737330206949      1866.32333195513
C624PAN                           205.1653         5.737330206949      1866.32333195513
HYPROPO2                           91.0859         5.695083378339      1858.49435204047
ISOP34NO3                         147.1293         5.737861288292      1871.70586432587
HOCH2CH2O                          61.0599         5.691347626807      1867.22657757291
MEKBO                              87.0972         5.118651952946      1710.91340192079
CO2H3CO3                          133.0795         5.670218449738      1871.23735795283
MVKO2                             101.0807         5.121561018809       1722.0612490048
C518CO3                           145.1333           5.7076136435      1885.65889476103
CHOCOCH2O2                        103.0535         5.391647797624       1802.2878415583
HMVKBPAN                          193.1116         5.756762753615      1903.01056092235
C2H5OH                             46.0684         5.689624707843      1889.00026062468
CO23C4CO3                         145.0902         5.151707899353      1742.79943200856
CHOC3COCO3                        145.0902         5.484394137313      1838.47171692837
TBUTOLO                            89.1131         5.720158823704      1909.61425885991
MGLYOO                             88.0621         5.368128429827      1814.25694902418
MGLOOA                             88.0621         5.368128429827      1814.25694902418
MGLOOB                             88.0621         5.368128429827      1814.25694902418
MGLYOOB                            88.0621         5.368128429827      1814.25694902418
MGLYOOA                            88.0621         5.368128429827      1814.25694902418
MGLOO                              88.0621         5.368128429827      1814.25694902418
MACR                               70.0898         5.124081990977      1750.51779110797
ACCOMECO3                         161.0896         5.663911475089       1915.0992323083
CH3NO3                             77.0394         5.606257961282      1901.58618692189
C4CO2DBCO3                        143.0743         5.476945780986       1866.5720840364
MGLYOX                             72.0627         5.426902539131      1864.29154544558
MEKCO                              87.0972         5.248249039456      1815.69240861136
