NC826OH            1.121452558140e+03          219.191900000000           7.980566420443             3559.542034075746          
C918NO3            1.101048837209e+03          215.203200000000           8.873169391423             4353.851670457482          
C617OOH            1.071708000000e+03          146.141200000000           8.563152615400             4119.904847039982          
C823CO             1.010582941176e+03          156.179100000000           8.992891993687             4347.157415007235          
CHOPRNO3           1.134057142857e+03          119.076100000000           6.593684336273             2717.876931609511          
C617CO3            1.049357575758e+03          173.143400000000           5.649162701851             2068.480205846950          
MNNCATECO2         1.632667234043e+03          295.137300000000           12.576645269894            6423.640194305593          
IPRHOCO2H          1.135690909091e+03          104.104500000000           8.629030736368             3893.565233390195          
ETHGLY             1.064022857143e+03          62.067800000000            7.811966206143             3526.707655683690          
MACROH             1.135690909091e+03          104.104500000000           8.592851142441             3930.458033072695          
MACROO             9.565555555556e+02          86.089200000000            4.980978975731             1571.831505251481          
ETHO2HNO3          1.289241904762e+03          123.064800000000           8.206578403296             3706.957901068376          
C732CO3            1.146087179487e+03          203.169300000000           7.839148204643             3472.884475406336          
MEKAOOH            1.041050000000e+03          104.104500000000           7.211070785291             3251.030880908821          
HMVKBCO3H          1.269548571429e+03          148.114000000000           9.590414212089             4684.522388378383          
NBZQO2             1.389423750000e+03          202.098500000000           7.895842635789             3730.896030243566          
MACRO2             1.139179130435e+03          119.096000000000           6.560027022524             2548.379304803772          
C623O              1.139225806452e+03          147.149100000000           9.090523772643             4326.567568491802          
C617PAN            1.123841025641e+03          219.148900000000           8.466537150493             4104.774290351184          
C817PAN            1.051927659574e+03          247.202000000000           5.881879651524             2269.693338750947          
MAE                1.225068000000e+03          102.088600000000           7.760335746754             3425.045307471958          
HO1CO3C4O          1.080063809524e+03          103.096600000000           6.624668437699             2814.296627616699          
NC826O2            1.064472727273e+03          234.183400000000           6.430680419695             2620.322722942166          
TOL1OHNO2          1.161728965517e+03          153.135400000000           7.913492745445             3776.038798911435          
CHOC3COPAN         1.232870967742e+03          191.095700000000           8.306961970525             3947.373479186148          
PTLQONE            1.119460833333e+03          122.121300000000           6.520030937020             2963.542342660386          
APINBOOH           1.100574090909e+03          186.248100000000           9.880564042018             4924.309997966229          
CISOPA             8.917961904762e+02          85.124400000000            5.924105763971             2116.419226727646          
CISOPC             8.917961904762e+02          85.124400000000            5.924105763971             2116.419226727646          
C919NO3            1.027573333333e+03          231.202600000000           10.247313774641            5226.338285582273          
C58NO3             1.302749090909e+03          179.128100000000           11.165023262711            5586.780388019783          
C59O               1.183315555556e+03          133.122600000000           8.475234408106             3980.991038114356          
