280     1.33E-20
285     1.81E-20
290     2.43E-20
295     3.08E-20
300     3.87E-20
305     4.66E-20
310     5.44E-20
315     6.14E-20
320     6.70E-20
325     6.95E-20
330     7.28E-20
335     6.94E-20
340     6.44E-20
345     6.23E-20
350     5.20E-20
355     4.15E-20
360     3.68E-20
365     3.03E-20
370     1.88E-20
375     1.31E-20
380     1.05E-20
385     7.57E-21
390     3.44E-21
395     2.07E-21
400     0
405     0
410     0
415     0
420     0
425     0
430     0
435     0
440     0
445     0
450     0
455     0
460     0
465     0
470     0
475     0
480     0
485     0
490     0
495     0
500     0
505     0
510     0
515     0
520     0
525     0
530     0
535     0
540     0
545     0
550     0
555     0
560     0
565     0
570     0
575     0
580     0
585     0
590     0
595     0
600     0
605     0
610     0
615     0
620     0
625     0
630     0
635     0
640     0
645     0
650     0
