280     4.91E-20        0.002389        -0.00002222     4.803E-08
285     4.54E-20        0.0006518       -0.00001023     2.714E-08
290     4.06E-20        -0.0003698      -0.000003426    1.568E-08
295     3.42E-20        -0.001905       0.00000699      -2.168E-09
300     2.67E-20        -0.002915       0.00001277      -1.02E-08
305     2.05E-20        -0.00512        0.0000288       -3.959E-08
310     1.36E-20        -0.008897       0.00005415      -8.255E-08
315     8.37E-21        -0.008966       0.0000524       -7.592E-08
320     4.55E-21        -0.0118         0.00006869      -9.933E-08
325     2.1E-21         -0.01628        0.00009187      -1.277E-07
330     7.4E-22         -0.01594        0.00007979      -9.099E-08
335     2.48E-22        -0.005692       0.000001022     5.88E-08
340     9.12E-23        0.02002         -0.0001922      4.215E-07
345     3.01E-23        0.003774        -0.00006858     1.872E-07
350     1.07E-23        0.04103         -0.0003551      7.395E-07
355     0               0               0               0
360     0               0               0               0
365     0               0               0               0
370     0               0               0               0
375     0               0               0               0
380     0               0               0               0
385     0               0               0               0
390     0               0               0               0
395     0               0               0               0
400     0               0               0               0
405     0               0               0               0
410     0               0               0               0
415     0               0               0               0
420     0               0               0               0
425     0               0               0               0
430     0               0               0               0
435     0               0               0               0
440     0               0               0               0
445     0               0               0               0
450     0               0               0               0
455     0               0               0               0
460     0               0               0               0
465     0               0               0               0
470     0               0               0               0
475     0               0               0               0
480     0               0               0               0
485     0               0               0               0
490     0               0               0               0
495     0               0               0               0
500     0               0               0               0
505     0               0               0               0
510     0               0               0               0
515     0               0               0               0
520     0               0               0               0
525     0               0               0               0
530     0               0               0               0
535     0               0               0               0
540     0               0               0               0
545     0               0               0               0
550     0               0               0               0
555     0               0               0               0
560     0               0               0               0
565     0               0               0               0
570     0               0               0               0
575     0               0               0               0
580     0               0               0               0
585     0               0               0               0
590     0               0               0               0
595     0               0               0               0
600     0               0               0               0
605     0               0               0               0
610     0               0               0               0
615     0               0               0               0
620     0               0               0               0
625     0               0               0               0
630     0               0               0               0
635     0               0               0               0
640     0               0               0               0
645     0               0               0               0
650     0               0               0               0
