280     0               0
285     0               0
290     1.64E-18        -41.1962
295     9.35E-19        -58.2783
300     5.24E-19        -85.5084
305     2.94E-19        -113.4295
310     1.65E-19        -145.8882
315     9.67E-20        -181.3428
320     5.05E-20        -151.8917
325     2.87E-20        -182.1262
330     2.31E-20        -427.8707
335     1.23E-20        -492.5775
340     6.98E-21        -395.8749
345     3.49E-21        -462.7025
350     1.52E-20        -1152.9697
355     0               0
360     0               0    
365     0               0
370     0               0
375     0               0
380     0               0
385     0               0
390     0               0
395     0               0
400     0               0
405     0               0
410     0               0
415     0               0
420     0               0
425     0               0
430     0               0
435     0               0
440     0               0
445     0               0
450     0               0
455     0               0
460     0               0
465     0               0
470     0               0
475     0               0
480     0               0
485     0               0
490     0               0
495     0               0
500     0               0
505     0               0
510     0               0
515     0               0
520     0               0
525     0               0
530     0               0
535     0               0
540     0               0
545     0               0
550     0               0
555     0               0
560     0               0
565     0               0
570     0               0
575     0               0
580     0               0
585     0               0
590     0               0
595     0               0
600     0               0
605     0               0
610     0               0
615     0               0
620     0               0
625     0               0
630     0               0
635     0               0
640     0               0
645     0               0
650     0               0
