280     2.80E-20    0.0036   1
285     2.20E-20    0.0040   1
290     1.60E-20    0.0044   1
295     1.20E-20    0.0048   1
300     7.80E-21    0.0054   1
305     5.00E-21    0.0061   1
310     2.90E-21    0.0069   1
315     1.70E-21    0.0081   1
320     8.50E-22    0.0094   1
325     4.40E-22    0.0111   1
330     2.20E-22    0.0119   1
335     1.10E-22    0.0140   1
340     5.30E-23    0.0139   1
345     1.80E-23    -0.009   1
350     8.00E-24    -0.009   1
355     2.90E-24    -0.009   1
360    1.80E-24    -0.009   1
365     0           0        0
370     0           0        0
375     0           0        0
380     0           0        0
385     0           0        0
390     0           0        0
395     0           0        0
400     0           0        0
405     0           0        0
410     0           0        0
415     0           0        0
420     0           0        0
425     0           0        0
430     0           0        0
435     0           0        0
440     0           0        0
445     0           0        0
450     0           0        0
455     0           0        0
460     0           0        0
465     0           0        0
470     0           0        0
475     0           0        0
480     0           0        0
485     0           0        0
490     0           0        0
495     0           0        0
500     0           0        0
505     0           0        0
510     0           0        0
515     0           0        0
520     0           0        0
525     0           0        0
530     0           0        0
535     0           0        0
540     0           0        0
545     0           0        0
550     0           0        0
555     0           0        0
560     0           0        0
565     0           0        0
570     0           0        0
575     0           0        0
580     0           0        0
585     0           0        0
590     0           0        0
595     0           0        0
600     0           0        0
605     0           0        0
610     0           0        0
615     0           0        0
620     0           0        0
625     0           0        0
630     0           0        0
635     0           0        0
640     0           0        0
645     0           0        0
650     0           0        0
