280     0.85
285     1.01
290     0.95
295     0.98
300     0.92
305     0.95
310     0.98
315     0.04
320     0.028
325     0.021
330     0.023
335     0
340     0
345     0
350     0
355     0
360     0
365     0
370     0
375     0
380     0
385     0
390     0
395     0
400     0
405     0
410     0
415     0
420     0
425     0
430     0
435     0
440     0
445     0
450     0
455     0
460     0
465     0
470     0
475     0
480     0
485     0
490     0
495     0
500     0
505     0
510     0
515     0
520     0
525     0
530     0
535     0
540     0
545     0
550     0
555     0
560     0
565     0
570     0
575     0
580     0
585     0
590     0
595     0
600     0
605     0
610     0
615     0
620     0
625     0
630     0
635     0
640     0
645     0
650     0
